Bin Id,Site,Year,Completeness,Redundancy,Strain heterogeneity,Genome size (Mbp), # contigs,GC,Domain,Phylum,Class,Order,Family,Genus,SJO_Jan 2016_10cm_MP02,SJO_Jan 2016_20cm_MP02,SJO_Jan 2016_10cm_MP15,SJO_Jan 2016_20cm_MP15,BVA_Feb 2016_10cm_MP05,BVA_Feb 2016_20cm_MP05,BVA_Feb 2016_10cm_MP12,BVA_Feb 2016_20cm_MP12,QUI_Feb 2016_10cm_MP05,QUI_Feb 2016_20cm_MP05,QUI_Feb 2016_10cm_MP10,QUI_Feb 2016_20cm_MP10,SJO_Jul 2015_20cm_MP02,SJO_Jul 2015_20cm_MP15,BVA_Aug 2015_20cm_MP10,BVA_Aug 2015_20cm_MP04,QUI_Oct 2015_10cm_MP10,QUI_Oct 2015_20cm_MP10,QUI_Oct 2015_10cm_MP05,QUI_Oct 2015_20cm_MP05,SJO_Oct 2015_20cm_MP02,SJO_Oct 2015_20cm_MP15,BVA_Oct 2015_20cm_MP06,BVA_Oct 2015_20cm_MP10,Average_Abundance_at_Site
1015_Q2_152,Quistococha,15-Oct,56.92,1.29,100,1.014242,221,36.9,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,,,,,,,,,,,,,,,,,5.100376336,4.103499355,3.698601289,3.141795811,,,,,4.011068198
1015_Q2_337,Quistococha,15-Oct,86.89,9.06,66.67,1.555099,232,37.5,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,,,,,,,,,,,,,,,,,3.12412219,4.940507212,2.078734617,3.835818186,,,,,3.494795551
1015_Q2_82,Quistococha,15-Oct,62.86,2.75,60,1.25279,329,36.5,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,,,,,,,,,,,,,,,,,0.761515235,1.018028409,2.370005757,2.921503962,,,,,1.767763341
1015_SJ02_40_200,San Jorge,15-Oct,65.37,0.49,100,0.81065,220,38.5,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,,,,,,,,,,,,,,,,,,,,,5.11677113,0.494042359,,,2.805406745
1015_Q2.107_277,Quistococha,15-Oct,74.21,5.39,27.27,2.89662,424,67.4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__PALSA-1003,,,,,,,,,,,,,,,,,1.238439458,0.228897123,6.325406226,1.710506045,,,,,2.375812213
1015_Q2_379,Quistococha,15-Oct,94.21,2.21,53.85,4.624644,330,64.7,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__PALSA-1003,,,,,,,,,,,,,,,,,0.842942603,4.096415009,7.692235342,12.67124739,,,,,6.325710086
1015_Q2_602,Quistococha,15-Oct,75.51,4.12,75,2.426736,634,66.4,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__PALSA-1003,,,,,,,,,,,,,,,,,10.99755332,2.78693623,9.145858902,3.387739582,,,,,6.579522009
1015_Q2_358,Quistococha,15-Oct,55.98,6.31,55.56,2.205475,768,65.9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-41,g__PALSA-1004,,,,,,,,,,,,,,,,,3.336966755,2.267942103,1.759444979,1.047593145,,,,,2.102986746
0715_SJ02_40_101,San Jorge,15-Jul,85.23,4.7,20,6.115828,238,66.9,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Palsa-1150,,,,,,,,,,,,,3.451512083,10.5545967,,,,,,,,,,,7.003054392
0116_SJ02_486,San Jorge,16-Jan,69.65,3.47,37.5,3.390168,973,58.1,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-147,4.411729397,1.705570229,0.419431293,2.984123815,,,,,,,,,,,,,,,,,,,,,2.380213684
0116_SJ02_220,San Jorge,16-Jan,57.97,6.16,13.33,2.791477,550,61.3,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Palsa-187,0.49783173,3.156965535,6.959455941,0.09862744,,,,,,,,,,,,,,,,,,,,,2.678220162
0116_SJ02_188,San Jorge,16-Jan,94.47,5.98,14.29,3.93002,126,59.8,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,3.91551714,6.856061918,5.505161593,1.687148989,,,,,,,,,,,,,,,,,,,,,4.49097241
0116_SJ02_218,San Jorge,16-Jan,64.85,4.61,28.57,2.122179,633,60.4,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,7.521486102,6.808498687,1.505667223,9.13099396,,,,,,,,,,,,,,,,,,,,,6.241661493
0116_SJ02_451,San Jorge,16-Jan,79.51,6.55,20,3.815741,754,59.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,1.644660323,3.384747435,0.214070758,2.535194676,,,,,,,,,,,,,,,,,,,,,1.944668298
0715_SJ02_61,San Jorge,15-Jul,85.8,6.82,32.43,3.281133,360,59.6,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,3.206191079,9.259032421,,,,,,,,,,,6.23261175
1015_Q2.40_042,Quistococha,15-Oct,93.16,1.76,33.33,4.206426,423,59.2,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,8.047677823,5.031990162,6.580482034,2.687608919,,,,,5.586939735
1015_Q2_253,Quistococha,15-Oct,93.38,3.47,0,3.980584,144,59.9,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,12.86817348,26.80588235,3.867265227,8.262828469,,,,,12.95103738
1015_Q2_571,Quistococha,15-Oct,84.87,5.56,71.43,4.160097,806,59.4,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,2.147892456,7.26198142,5.2839436,6.059331041,,,,,5.188287129
1015_Q2_89,Quistococha,15-Oct,78.52,3.47,0,3.628242,303,59.6,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,0.114278252,2.484361036,0.299954092,9.102642313,,,,,3.000308923
1015_SJ02_127,San Jorge,15-Oct,82.81,5.21,10,3.335402,196,60.1,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,,,,,9.972524003,0.107675308,,,5.040099656
1015_SJ02_131,San Jorge,15-Oct,58.29,5.98,0,2.503044,418,60.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,,,,,0.433402146,8.654230075,,,4.543816111
1015_SJ02_139,San Jorge,15-Oct,88.25,3.63,20,3.273443,164,59,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidoferrales,f__UBA7541,g__Palsa-295,,,,,,,,,,,,,,,,,,,,,17.52341943,0.455486799,,,8.989453115
0116_SJ02_107_014,San Jorge,16-Jan,98.29,2.65,25,7.068208,508,68.7,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465,13.75358765,6.836841429,0.747913624,10.04331554,,,,,,,,,,,,,,,,,,,,,7.845414561
1015_Q2.40_486,Quistococha,15-Oct,68.87,1.28,33.33,4.792143,656,68.7,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465,,,,,,,,,,,,,,,,,1.13531608,0.288461586,10.71680914,1.679462634,,,,,3.45501236
1015_Q2_289,Quistococha,15-Oct,92.8,1.28,50,5.170977,646,68.9,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465,,,,,,,,,,,,,,,,,0.780971003,2.841943716,3.057122043,4.288525998,,,,,2.74214069
0116_SJ02_534,San Jorge,16-Jan,89.23,0.85,100,2.062613,292,69.9,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-513,0.321648536,0.996343611,9.559356687,0.41963131,,,,,,,,,,,,,,,,,,,,,2.824245036
1015_Q2_390,Quistococha,15-Oct,96.03,2.14,33.33,3.307713,242,73.5,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__PALSA-555,g__PALSA-555,,,,,,,,,,,,,,,,,4.509889506,0.467512706,5.531879711,1.852990097,,,,,3.090568005
1015_Q2_522,Quistococha,15-Oct,54.18,2.51,50,1.792042,474,70.9,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__PALSA-600,,,,,,,,,,,,,,,,,6.967215792,1.970925412,8.11465658,2.500072322,,,,,4.888217527
0116_SJ02_465,San Jorge,16-Jan,54.82,1.71,0,2.372861,602,72,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Palsa-601,3.708420337,1.752365847,0.454302988,0.184406439,,,,,,,,,,,,,,,,,,,,,1.524873903
0715_SJ02_150,San Jorge,15-Jul,91.39,4.99,28.57,3.448164,230,69.1,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Palsa-601,,,,,,,,,,,,,8.061191005,4.581304164,,,,,,,,,,,6.321247585
1015_Q2_216,Quistococha,15-Oct,94.02,6.32,0,6.192374,865,67,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Palsa-688,g__PALSA-688,,,,,,,,,,,,,,,,,2.199869169,3.100833123,3.624564246,1.969119009,,,,,2.723596387
1015_Q2.40_007,Quistococha,15-Oct,91.11,6.75,66.67,3.210343,372,71.1,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Palsa-739,,,,,,,,,,,,,,,,,14.96763116,19.99565003,13.96007211,13.3729031,,,,,15.5740641
1015_Q2_322,Quistococha,15-Oct,80.5,4.38,75,2.126261,447,69.9,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Palsa-739,,,,,,,,,,,,,,,,,3.774655387,4.624270541,5.054761955,2.460329065,,,,,3.978504237
0116_SJ02_561,San Jorge,16-Jan,79.93,5.56,57.14,3.071228,697,70.3,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,5.753631698,0.49883704,0.951626744,1.834849844,,,,,,,,,,,,,,,,,,,,,2.259736332
1015_Q2_160,Quistococha,15-Oct,59.7,6.41,0,2.25151,579,69.4,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,,,,,,,,,,,,,,,,,2.497474958,2.010096836,1.613270615,0.627937868,,,,,1.687195069
1015_Q2_535,Quistococha,15-Oct,86.9,2.14,25,3.076577,277,68.7,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,,,,,,,,,,,,,,,,,0.914686291,8.180040994,0.514621717,0.415095977,,,,,2.506111245
1015_SJ02_196,San Jorge,15-Oct,86.01,2.56,0,2.282678,331,70.5,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,,,,,,,,,,,,,,,,,,,,,8.630594153,0.410237911,,,4.520416032
1015_Q2_87,Quistococha,15-Oct,95.37,0.31,100,2.95484,122,69.4,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__UBA8260,f__UBA8260,g__Palsa-851,,,,,,,,,,,,,,,,,2.846210174,6.955093176,2.537273154,4.856739435,,,,,4.298828985
0216_QUI02_3,Quistococha,16-Feb,55.17,5.17,33.33,1.857659,698,65.9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Palsa-892,,,,,,,,,6.896184786,0.246622141,1.914141496,4.096272478,,,,,,,,,,,,,3.288305225
1015_Q2_37,Quistococha,15-Oct,90.3,3.29,33.33,2.616756,247,65.7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Palsa-892,,,,,,,,,,,,,,,,,5.791120371,6.066624147,4.568964278,4.784764495,,,,,5.302868323
0116_SJ02_428,San Jorge,16-Jan,76.33,5.18,25,1.785335,434,45.5,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,7.593659913,15.8844508,12.94257905,0.489993153,,,,,,,,,,,,,,,,,,,,,9.227670729
0216_BV02_MP05.40.026,Buena Vista,16-Feb,72.18,5.76,62.5,1.801071,631,41.9,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,6.750289611,5.411928683,,,,,,,,,,,,,,,,,,,6.081109147
0216_BV02_MP12.107.017,Buena Vista,16-Feb,84.33,5.14,50,1.849117,539,42,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,,,3.906555337,6.276310769,,,,,,,,,,,,,,,,,5.091433053
0715_SJ02_107_054,San Jorge,15-Jul,56.68,3.4,40,1.274778,278,47.1,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,,,,,,,,,4.045448083,3.933845423,,,,,,,,,,,3.989646753
1015_Q2.107_234,Quistococha,15-Oct,52,5.18,45.45,0.709627,225,47.2,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,,,,,,,,,,,,,2.166267276,5.02177402,3.200323847,3.201052162,,,,,3.397354326
1015_Q2.40_375,Quistococha,15-Oct,50.81,7.77,25,1.143547,283,45.9,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,,,,,,,,,,,,,1.387159631,6.093417303,1.58386108,3.124332084,,,,,3.047192525
1015_SJ02_40_021,San Jorge,15-Oct,86.92,4.21,0,2.047981,99,46.3,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__B26-1,f__UBA233,g__PALSA-986,,,,,,,,,,,,,,,,,,,,,0.100431841,18.66115656,,,9.380794201
0216_BV02_MP05.48,Buena Vista,16-Feb,78.82,5.17,34.78,2.962367,314,60.1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,5.980103956,4.587102368,,,,,,,,,,,,,,,,,,,5.283603162
0216_BV02_MP12.5,Buena Vista,16-Feb,93.47,4.75,33.33,3.968774,393,59.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,4.169076973,6.494519227,,,,,,,,,,,,,,,,,5.3317981
0216_QUI02_40_158,Quistococha,16-Feb,55.21,1.92,60,2.225009,214,60.4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,10.69656841,0.736094791,1.104064767,1.771030363,,,,,,,,,,,,,3.576939583
1015_Q2.107_011,Quistococha,15-Oct,91.32,2.86,26.92,3.354729,276,63.3,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,,,,,,,,,11.76735189,11.66430163,8.967468808,4.765240847,,,,,9.291090794
1015_Q2.40_017,Quistococha,15-Oct,97.23,2.18,23.08,4.145653,156,59.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,,,,,,,,,9.836116213,0.706422871,12.60605718,3.410630682,,,,,6.639806737
1015_Q2.40_166,Quistococha,15-Oct,95.33,1.29,57.14,3.79542,309,58.9,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,,,,,,,,,2.665287667,0.971411843,15.69531193,5.066683132,,,,,6.099673643
1015_Q2_141,Quistococha,15-Oct,86.97,9.89,20.83,3.492694,438,60.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,,,,,,,,,2.581335023,5.070542582,2.226289152,4.020800262,,,,,3.474741755
1015_Q2_562,Quistococha,15-Oct,80.96,3.33,31.25,3.174051,411,59.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,,,,,,,,,,,,,,,,,18.6147211,3.885231212,26.09586622,7.741627433,,,,,14.08436149
1015_SJ02_40_179,San Jorge,15-Oct,80.34,4.3,42.86,1.724154,394,67.5,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,,,,,,,,,,,,,,,,,,,,,7.532766401,2.107069859,,,4.81991813
1015_Q2_547,Quistococha,15-Oct,88.23,3.73,75,4.898523,1076,48.8,d__Bacteria,p__Desulfobacterota,c__RBG-13-43-22,o__RBG-13-43-22,f__RBG-13-43-22,g__RBG-13-43-22,,,,,,,,,,,,,,,,,2.407513457,2.167769733,2.549842569,1.850577867,,,,,2.243925907
0216_BV02_MP05_concoct.109,Buena Vista,16-Feb,75.52,4.85,75,1.371684,456,53.4,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__RBG-16-60-22,g__RBG-13-51-18,,,,,2.792693016,7.63860899,,,,,,,,,,,,,,,,,,,5.215651003
0216_BV02_MP05_concoct.88,Buena Vista,16-Feb,55.71,1.26,66.67,1.277072,433,67.9,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__RBG-16-68-12,f__RBG-16-68-12,g__RBG-16-68-12,,,,,2.265820447,3.14339891,,,,,,,,,,,,,,,,,,,2.704609678
1015_Q2_80,Quistococha,15-Oct,72.51,5.52,0,2.989844,549,66.2,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__ATCC43930,f__Stellaceae,g__REEB95,,,,,,,,,,,,,,,,,1.34345867,2.443897298,1.909045411,1.719514679,,,,,1.853979015
1015_Q2_327,Quistococha,15-Oct,82.64,2.45,100,2.75874,502,65.1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium,,,,,,,,,,,,,,,,,3.740876055,1.371670633,7.331332681,1.352252869,,,,,3.44903306
0216_QUI02_concoct_66,Quistococha,16-Feb,74.58,8.65,51.11,3.051818,1130,64.2,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,,,,,,,,,7.788455346,0.109275624,0.58679307,1.42517177,,,,,,,,,,,,,2.477423953
0715_SJ02_concoct_10,San Jorge,15-Jul,50.21,0,0,1.558826,532,64.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,,,,,,,,,,,,,1.621995853,3.603588219,,,,,,,,,,,2.612792036
0715_SJ02_160,San Jorge,15-Jul,86.78,0.63,0,4.05953,132,65.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,,,,,,,,,,,,,2.66221401,8.619226869,,,,,,,,,,,5.64072044
1015_Q2_399,Quistococha,15-Oct,69.2,9.02,14,3.437011,1213,65.5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,,,,,,,,,,,,,,,,,5.108106993,1.623035776,1.27233182,1.791672245,,,,,2.448786709
0116_SJ02_206,San Jorge,16-Jan,79.6,4.19,25,3.76465,629,53.2,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__SbD1,2.882021812,2.925866893,2.267863156,3.67014513,,,,,,,,,,,,,,,,,,,,,2.936474248
0116_SJ02_40_195,San Jorge,16-Jan,80.77,3.16,66.67,3.187181,683,53.5,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__SbD1,2.66923571,7.379043531,1.707977556,0.18098144,,,,,,,,,,,,,,,,,,,,,2.984309559
0116_SJ02_40_318,San Jorge,16-Jan,61.48,2.78,77.78,2.813557,819,53.6,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__SbD1,1.768799768,8.270734533,8.273031723,0.030148723,,,,,,,,,,,,,,,,,,,,,4.585678687
0715_SJ02_concoct_176,San Jorge,15-Jul,72.63,0.91,0,1.76553,132,63.1,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__NS-4,g__SCTG01,,,,,,,,,,,,,4.076011218,4.361635738,,,,,,,,,,,4.218823478
0216_BV02_MP12.19,Buena Vista,16-Feb,81.11,4.76,40,2.839722,546,68.8,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-39,g__SG8-39,,,,,,,9.718943954,20.11801182,,,,,,,,,,,,,,,,,14.91847789
1015_BV01_concoct_93,Buena Vista,15-Oct,70.77,6.15,58.33,4.222082,1038,55.1,d__Bacteria,p__Desulfobacterota,c__SM23-61,o__SM23-61,f__SM23-61,g__SM23-61,,,,,,,,,,,,,,,,,,,,,,,5.087908263,4.786187774,4.937048019
0815_BV2_56,Buena Vista,15-Aug,64.11,2.78,33.33,2.002682,542,71.5,d__Bacteria,p__Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__SPCO01,,,,,,,,,,,,,,,1.434316175,5.089457061,,,,,,,,,3.261886618
0116_SJ02_107_454,San Jorge,16-Jan,52.6,3.59,40,3.236626,1047,59.6,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,0.15863482,0.226985576,30.62387759,0.195638669,,,,,,,,,,,,,,,,,,,,,7.801284164
0116_SJ02_40_009,San Jorge,16-Jan,95.41,8.55,20,5.17597,681,59.4,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,23.95387659,20.92192263,1.85809779,4.683189939,,,,,,,,,,,,,,,,,,,,,12.85427174
0216_QUI02_46,Quistococha,16-Feb,69.84,9.86,0,3.774546,1050,60.3,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,,,,,,,,,0.725335107,0.10892619,4.156734944,4.463587669,,,,,,,,,,,,,2.363645978
0715_SJ02_102,San Jorge,15-Jul,80.07,4.34,28.57,5.003032,216,58.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__SbA1,g__Sulfotelmatobacter,,,,,,,,,,,,,22.45228743,8.167089079,,,,,,,,,,,15.30968825
0216_QUI02_40_011,Quistococha,16-Feb,56.33,6.26,100,1.919863,352,62.3,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidiferrobacterales,f__Sulfurifustaceae,g__Sulfuricaulis,,,,,,,,,0.129790212,11.95173971,0.043044431,0.046228196,,,,,,,,,,,,,3.042700637
0216_QUI02_107,Quistococha,16-Feb,53.45,0.69,100,2.296965,433,68,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__HTCC2089,g__SZUA-521,,,,,,,,,5.78952582,0.217512067,1.445861055,0.925294075,,,,,,,,,,,,,2.094548254
0216_BV02_MP12.40.018,Buena Vista,16-Feb,75.24,5.74,25,0.885361,194,35.1,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__TA-20,,,,,,,4.565704459,3.796501241,,,,,,,,,,,,,,,,,4.18110285
0116_SJ02_231,San Jorge,16-Jan,72.9,3.45,50,2.58161,454,57.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,0.553714427,5.855288096,4.834786856,0.100647957,,,,,,,,,,,,,,,,,,,,,2.836109334
1015_SJ02_134,San Jorge,15-Oct,59.48,0,0,2.67397,390,60,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,,,,,,,,,,,,,,,,,,,,,8.300891271,0.090432124,,,4.195661698
1015_SJ02_183,San Jorge,15-Oct,72.91,3.79,14.29,3.289719,149,61.7,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,,,,,,,,,,,,,,,,,,,,,0.127530064,12.41539553,,,6.271462797
0116_SJ02_40_515,San Jorge,16-Jan,79.13,6.3,20,3.638663,850,38.9,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__UBA10452,0.331964955,0.848933183,0.172283352,6.56453522,,,,,,,,,,,,,,,,,,,,,1.979429178
0216_BV02_MP12.60,Buena Vista,16-Feb,53.93,1.94,0,2.120607,891,39.1,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__UBA10452,,,,,,,1.297689916,3.993728858,,,,,,,,,,,,,,,,,2.645709387
1015_Q2.40_109,Quistococha,15-Oct,89.89,7.77,14.29,4.684975,1182,38.8,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__UBA10452,,,,,,,,,,,,,,,,,4.047741136,3.436627527,6.39126931,1.954088036,,,,,3.957431502
0815_BV2_107_013,Buena Vista,15-Aug,85.16,3.81,100,1.877437,486,51.9,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__UBA114,,,,,,,,,,,,,,,5.287411265,5.55590603,,,,,,,,,5.421658648
1015_Q2_96,Quistococha,15-Oct,84.33,4.35,50,1.476935,406,52.1,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__UBA114,,,,,,,,,,,,,,,,,1.468401285,0.369778681,3.592872788,0.995689712,,,,,1.606685617
0116_SJ02_40_005,San Jorge,16-Jan,84.21,3.6,22.22,4.022682,739,48.6,d__Bacteria,p__Desulfobacterota,c__BSN033,o__BSN033,f__UBA1163,g__UBA1163,29.33308761,33.96795913,26.99473737,12.42807855,,,,,,,,,,,,,,,,,,,,,25.68096567
